:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
49,17615,16,49,2,BROOKLYN,Unspecified,,,,,,2017-09-29T00:00:00.000,40.67341,POINT (-73.93348 40.67341),,,,,-73.93348,0,0,0,0,0,0,0,0,PROSPECT PLACE,SCHENECTADY AVENUE              ,14:40,3760005,PASSENGER VEHICLE,,,,,11213
4,14781,65,73,3,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.76657,POINT (-73.888466 40.76657),,,,,-73.888466,0,0,0,0,0,0,0,0,,,21:30,3760692,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
49,13516,16,49,2,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.67633,POINT (-73.92764 40.67633),,,,,-73.92764,0,0,0,0,0,0,0,0,,ROCHESTER AVENUE                ,21:15,3760004,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
49,17615,69,52,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.677483,POINT (-73.93033 40.677483),,,,,-73.93033,0,0,1,0,0,0,1,0,UTICA AVENUE,ATLANTIC AVENUE                 ,13:50,3760003,PICK-UP TRUCK,MOTORCYCLE,,,,11213
51,12079,71,9,4,,Driver Inattention/Distraction,,,,,,2017-09-29T00:00:00.000,40.74872,POINT (-73.97166 40.74872),,,,,-73.97166,0,0,0,0,1,0,1,0,,EAST 41 STREET                  ,23:00,3760006,SPORT UTILITY / STATION WAGON,,,,,
21,14511,65,73,3,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.76294,POINT (-73.86067 40.76294),,,,,-73.86067,0,0,0,0,0,0,0,0,,,20:55,3760682,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
6,15312,41,71,3,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.694084,POINT (-73.75717 40.694084),,,,,-73.75717,0,0,0,0,0,0,0,0,,116 ROAD                        ,20:30,3760001,PICK-UP TRUCK,PICK-UP TRUCK,,,,
,,,,,QUEENS,Alcohol Involvement,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,2,0,0,0,2,0,69 street ,northern boulevard              ,23:47,3760683,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11377
46,24669,41,71,3,,Reaction to Other Uninvolved Vehicle,Unspecified,,,,,2017-09-29T00:00:00.000,40.673767,POINT (-73.76381 40.673767),,,,,-73.76381,0,0,0,0,0,0,0,0,,FARMERS BOULEVARD               ,21:30,3760002,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
46,24669,41,71,3,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.686176,POINT (-73.79381 40.686176),,,,,-73.79381,0,0,0,0,0,0,0,0,,SUTPHIN BOULEVARD               ,21:30,3760000,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
50,12078,71,9,4,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.744354,POINT (-73.97485 40.744354),,,,,-73.97485,0,0,0,0,0,0,0,0,,EAST 34 STREET                  ,19:05,3760007,PASSENGER VEHICLE,,,,,
33,14787,53,66,3,QUEENS,Unspecified,,,,,39-15     62 STREET                     ,2017-09-29T00:00:00.000,40.746456,POINT (-73.901794 40.746456),,,,,-73.901794,0,0,0,0,0,0,0,0,,,17:20,3759994,SPORT UTILITY / STATION WAGON,,,,,11377
4,14781,65,73,3,QUEENS,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.76501,POINT (-73.8871 40.76501),,,,,-73.8871,0,0,0,0,0,0,0,0,82 STREET,ASTORIA BOULEVARD               ,17:00,3760678,TAXI,SPORT UTILITY / STATION WAGON,,,,11370
51,12083,23,11,4,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.7711,POINT (-73.96594 40.7711),,,,,-73.96594,0,0,0,0,0,0,0,0,,MADISON AVENUE                  ,15:30,3760679,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
5,14783,65,73,3,QUEENS,Unspecified,Unspecified,,,,72-24     BROADWAY                      ,2017-09-29T00:00:00.000,40.747536,POINT (-73.89344 40.747536),,,,,-73.89344,0,0,0,0,0,0,0,0,,,13:00,3760675,PASSENGER VEHICLE,,,,,11372
39,13090,47,21,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.839867,POINT (-73.94064 40.839867),,,,,-73.94064,0,0,0,0,0,0,0,0,WEST 166 STREET,BROADWAY                        ,10:23,3761106,PASSENGER VEHICLE,,,,,10032
6,24668,41,71,3,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.698387,POINT (-73.774895 40.698387),,,,,-73.774895,0,0,0,0,0,0,0,0,179 STREET,SAYRES AVENUE                   ,19:00,3759998,SPORT UTILITY / STATION WAGON,,,,,
21,14783,65,73,3,QUEENS,Backing Unsafely,Unspecified,,,,,2017-09-29T00:00:00.000,40.749844,POINT (-73.883385 40.749844),,,,,-73.883385,0,0,0,0,0,0,0,0,83 STREET,37 AVENUE                       ,16:05,3760677,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11372
21,14511,65,73,3,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.761303,POINT (-73.86043 40.761303),,,,,-73.86043,0,0,0,0,0,0,0,0,,DITMARS BOULEVARD               ,18:00,3760680,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
51,12419,23,11,4,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.76113,POINT (-73.965576 40.76113),,,,,-73.965576,0,0,0,0,0,0,0,0,,EAST 59 STREET                  ,0:00,3760671,PASSENGER VEHICLE,,,,,
6,15312,41,71,3,,Unspecified,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.695065,POINT (-73.75001 40.695065),,,,,-73.75001,0,0,1,0,0,0,1,0,LINDEN BOULEVARD,202 STREET                      ,9:30,3759989,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
19,12421,20,15,4,MANHATTAN,Unspecified,,,,,,2017-09-29T00:00:00.000,40.787792,POINT (-73.97123 40.787792),,,,,-73.97123,0,0,0,0,1,0,1,0,COLUMBUS AVENUE,WEST 88 STREET                  ,11:05,3760672,SPORT UTILITY / STATION WAGON,,,,,10024
48,17618,16,49,2,BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.677845,POINT (-73.95282 40.677845),,,,,-73.95282,0,0,0,0,0,0,0,0,PACIFIC STREET,BEDFORD AVENUE                  ,9:55,3759999,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11216
33,16858,53,66,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.74629,POINT (-73.93327 40.74629),,,,,-73.93327,0,0,0,0,0,0,0,0,VANDAM STREET,SKILLMAN AVENUE                 ,7:45,3759990,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11101
5,14783,65,73,3,QUEENS,Unspecified,,,,,,2017-09-29T00:00:00.000,40.748676,POINT (-73.89455 40.748676),,,,,-73.89455,0,0,0,0,0,0,0,0,37 AVENUE,71 STREET                       ,11:05,3760668,PASSENGER VEHICLE,,,,,11372
21,14781,65,73,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.76699,POINT (-73.88461 40.76699),,,,,-73.88461,0,0,0,0,0,0,0,0,23 AVENUE,85 STREET                       ,12:11,3760674,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11369
4,14781,65,73,3,QUEENS,Unspecified,Unspecified,,,,82-06     ASTORIA BOULEVARD             ,2017-09-29T00:00:00.000,40.764923,POINT (-73.88663 40.764923),,,,,-73.88663,0,0,0,0,0,0,0,0,,,18:55,3760681,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11370
11,13510,61,40,2,BROOKLYN,Backing Unsafely,Unspecified,,,,,2017-09-29T00:00:00.000,40.645073,POINT (-73.94994 40.645073),,,,,-73.94994,0,0,0,0,0,0,0,0,BEVERLEY ROAD,EAST 29 STREET                  ,22:20,3761135,TAXI,SPORT UTILITY / STATION WAGON,,,,11226
33,16861,53,66,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,41-25     39 STREET                     ,2017-09-29T00:00:00.000,40.747147,POINT (-73.92552 40.747147),,,,,-73.92552,0,0,0,0,0,0,0,0,,,16:00,3759982,SPORT UTILITY / STATION WAGON,TAXI,,,,11104
21,14511,65,73,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.759212,POINT (-73.87462 40.759212),,,,,-73.87462,0,0,1,0,0,0,1,0,,94 STREET                       ,7:45,3760651,PASSENGER VEHICLE,,,,,
21,14510,65,73,3,QUEENS,Unspecified,Unspecified,,,,98-01     ROOSEVELT AVENUE              ,2017-09-29T00:00:00.000,40.749416,POINT (-73.86739 40.749416),,,,,-73.86739,0,0,0,0,0,0,0,0,,,7:00,3760664,PASSENGER VEHICLE,,,,,11368
33,16858,53,66,3,QUEENS,Traffic Control Disregarded,,,,,,2017-09-29T00:00:00.000,40.745815,POINT (-73.945656 40.745815),,,,,-73.945656,0,0,0,0,1,0,1,0,23 STREET,JACKSON AVENUE                  ,8:39,3759985,,,,,,11101
46,24668,41,71,3,,Reaction to Other Uninvolved Vehicle,Unspecified,,,,,2017-09-29T00:00:00.000,40.69001,POINT (-73.79204 40.69001),,,,,-73.79204,0,0,0,0,0,0,0,0,,157 STREET                      ,11:20,3759978,SPORT UTILITY / STATION WAGON,TAXI,,,,
33,16861,53,66,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.74348,POINT (-73.921486 40.74348),,,,,-73.921486,0,0,0,0,0,0,0,0,QUEENS BOULEVARD,43 STREET                       ,12:00,3759986,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11104
5,14783,65,73,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,33-40     84 STREET                     ,2017-09-29T00:00:00.000,40.754837,POINT (-73.88336 40.754837),,,,,-73.88336,0,0,0,0,0,0,0,0,,,9:50,3760665,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11372
33,16858,39,66,3,QUEENS,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.748924,POINT (-73.937386 40.748924),,,,,-73.937386,0,0,0,0,0,0,0,0,JACKSON AVENUE,QUEENS BOULEVARD                ,17:40,3759973,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11101
12,11274,43,28,5,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.833176,POINT (-73.828316 40.833176),,,,,-73.828316,0,0,0,0,0,0,0,0,,BRUCKNER BOULEVARD              ,7:50,3761169,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
2,12344,43,28,5,BRONX,Unspecified,Unspecified,,,,2100      BARTOW AVENUE                 ,2017-09-29T00:00:00.000,40.869335,POINT (-73.8255 40.869335),,,,,-73.8255,0,0,0,0,0,0,0,0,,,20:15,3761170,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10475
40,11605,24,34,5,BRONX,Driver Inattention/Distraction,Unspecified,,,,3450      DEKALB AVENUE                 ,2017-09-29T00:00:00.000,40.88109,POINT (-73.88169 40.88109),,,,,-73.88169,0,0,0,0,0,0,0,0,,,12:30,3759972,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10467
34,14787,53,66,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.74016,POINT (-73.89525 40.74016),,,,,-73.89525,0,0,1,0,0,0,1,0,,45 AVENUE                       ,16:00,3759974,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
22,10936,24,34,5,,Driver Inexperience,Unspecified,,,,,2017-09-29T00:00:00.000,40.864376,POINT (-73.89173 40.864376),,,,,-73.89173,0,0,0,0,0,0,0,0,,EAST 194 STREET                 ,12:30,3759967,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
40,11606,24,34,5,BRONX,Brakes Defective,Unspecified,,,,3400      PAUL AVENUE                   ,2017-09-29T00:00:00.000,40.87719,POINT (-73.88958 40.87719),,,,,-73.88958,0,0,0,0,0,0,0,0,,,7:05,3759965,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10468
6,24668,41,71,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.696575,POINT (-73.77619 40.696575),,,,,-73.77619,0,0,0,0,0,0,0,0,SAYRES AVENUE,177 STREET                      ,7:20,3759971,PASSENGER VEHICLE,,,,,11433
41,20532,51,58,3,QUEENS,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.581184,POINT (-73.825096 40.581184),,,,,-73.825096,1,0,0,0,0,0,1,0,BEACH 105 STREET,SHORE FRONT PARKWAY             ,15:15,3759976,SPORT UTILITY / STATION WAGON,BICYCLE,,,,11694
21,14510,65,73,3,QUEENS,Unspecified,Unspecified,,,,102-02    NORTHERN BOULEVARD            ,2017-09-29T00:00:00.000,40.757538,POINT (-73.86644 40.757538),,,,,-73.86644,0,0,0,0,0,0,0,0,,,6:00,3760666,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11368
17,13516,55,46,2,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.68576,POINT (-73.915504 40.68576),,,,,-73.915504,0,0,0,0,0,0,0,0,HALSEY STREET,BROADWAY                        ,4:50,3759961,PASSENGER VEHICLE,,,,,
36,12424,18,18,4,,Turning Improperly,Unspecified,,,,,2017-09-29T00:00:00.000,40.808395,POINT (-73.95296 40.808395),,,,,-73.95296,0,0,0,0,0,0,0,0,,SAINT NICHOLAS AVENUE           ,20:25,3760627,MOTORCYCLE,BICYCLE,,,,
37,13516,55,46,2,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.675274,POINT (-73.90621 40.675274),,,,,-73.90621,0,0,0,0,0,0,0,0,,PACIFIC STREET                  ,16:40,3759959,PASSENGER VEHICLE,,,,,
37,13516,45,46,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.678894,POINT (-73.90347 40.678894),,,,,-73.90347,0,0,0,0,0,0,0,0,VAN SIDERIN AVENUE,TRUXTON STREET                  ,16:10,3759958,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11233
,,,,,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,100,North Conduit Avenue            ,20:10,3759963,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
27,17620,2,39,2,BROOKLYN,Turning Improperly,Unspecified,,,,,2017-09-29T00:00:00.000,40.646378,POINT (-73.97085 40.646378),,,,,-73.97085,0,0,0,0,0,0,0,0,CHURCH AVENUE,CONEY ISLAND AVENUE             ,16:50,3760634,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11218
16,14506,26,69,3,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.74947,POINT (-73.7564 40.74947),,,,,-73.7564,0,0,0,0,0,0,0,0,,,6:25,3759509,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
25,17614,55,46,2,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.656826,POINT (-73.90357 40.656826),,,,,-73.90357,0,0,0,0,0,0,0,0,,STONE AVENUE                    ,10:07,3759956,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
17,13516,55,46,2,BROOKLYN,Backing Unsafely,Unspecified,,,,207       MACDOUGAL STREET              ,2017-09-29T00:00:00.000,40.680065,POINT (-73.91283 40.680065),,,,,-73.91283,0,0,0,0,0,0,0,0,,,10:40,3759954,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11233
28,24014,46,60,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,130-45    91 AVENUE                     ,2017-09-29T00:00:00.000,40.698353,POINT (-73.82007 40.698353),,,,,-73.82007,0,0,0,0,0,0,0,0,,,13:10,3761234,PASSENGER VEHICLE,,,,,11418
41,24017,46,60,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.69462,POINT (-73.84852 40.69462),,,,,-73.84852,0,0,0,0,0,0,0,0,,JAMAICA AVENUE                  ,14:00,3761236,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,
14,10693,30,76,1,,Driver Inattention/Distraction,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.577106,POINT (-74.112595 40.577106),,,,,-74.112595,0,0,2,0,0,0,2,0,,NORTH RAILROAD AVENUE           ,17:20,3760067,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
16,24335,63,63,3,QUEENS,Other Vehicular,Driver Inattention/Distraction,,,,253-17    87 AVENUE                     ,2017-09-29T00:00:00.000,40.730778,POINT (-73.71278 40.730778),,,,,-73.71278,0,0,0,0,0,0,0,0,,,21:35,3759964,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11426
17,13516,55,46,2,BROOKLYN,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,,2017-09-29T00:00:00.000,40.668377,POINT (-73.92012 40.668377),,,,,-73.92012,0,0,0,0,0,0,0,0,HOWARD AVENUE,PITKIN AVENUE                   ,16:30,3759957,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11233
16,24336,63,63,3,QUEENS,Unspecified,Unspecified,,,,89-50     214 STREET                    ,2017-09-29T00:00:00.000,40.72383,POINT (-73.749306 40.72383),,,,,-73.749306,0,0,0,0,0,0,0,0,,,23:40,3760010,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11427
,,,,,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,1 AVENUE,EAST 49 STREET                  ,16:00,3760169,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10017
5,14783,65,73,3,QUEENS,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,,2017-09-29T00:00:00.000,40.753338,POINT (-73.88876 40.753338),,,,,-73.88876,1,0,0,0,0,0,1,0,34 AVENUE,78 STREET                       ,7:00,3760650,BICYCLE,PASSENGER VEHICLE,,,,11372
21,14511,65,73,3,QUEENS,Unspecified,Unspecified,,,,100-01    NORTHERN BOULEVARD            ,2017-09-29T00:00:00.000,40.75736,POINT (-73.86834 40.75736),,,,,-73.86834,1,0,0,0,0,0,1,0,,,10:50,3760667,BICYCLE,PASSENGER VEHICLE,,,,11368
43,12343,8,24,5,BRONX,Reaction to Other Uninvolved Vehicle,Unspecified,,,,812       FAILE STREET                  ,2017-09-29T00:00:00.000,40.81725,POINT (-73.8872 40.81725),,,,,-73.8872,0,0,0,0,0,0,0,0,,,21:50,3759946,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10474
43,12343,8,24,5,BRONX,Backing Unsafely,Unspecified,,,,400       FOOD CENTER DRIVE             ,2017-09-29T00:00:00.000,40.80795,POINT (-73.87125 40.80795),,,,,-73.87125,0,0,0,0,0,0,0,0,,,9:38,3759945,PICK-UP TRUCK,,,,,10474
35,13093,7,16,4,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.804066,POINT (-73.93267 40.804066),,,,,-73.93267,0,0,0,0,0,0,0,0,2 AVENUE,EAST 127 STREET                 ,14:45,3759948,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10035
43,10937,8,24,5,BRONX,Aggressive Driving/Road Rage,Unspecified,,,,1035      LONGWOOD AVENUE               ,2017-09-29T00:00:00.000,40.816196,POINT (-73.896 40.816196),,,,,-73.896,0,0,0,0,0,0,0,0,,,12:12,3759943,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10459
20,14197,26,69,3,,Driver Inattention/Distraction,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,2017-09-29T00:00:00.000,40.761204,POINT (-73.75539 40.761204),,,,,-73.75539,0,0,2,0,0,0,2,0,,,19:45,3759942,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
37,13828,42,53,2,BROOKLYN,Unspecified,,,,,426       BLEECKER STREET               ,2017-09-29T00:00:00.000,40.703304,POINT (-73.91312 40.703304),,,,,-73.91312,0,0,0,0,0,0,0,0,,,14:00,3761306,SPORT UTILITY / STATION WAGON,,,,,11237
43,12343,8,24,5,BRONX,Unspecified,,,,,835       HUNTS POINT AVENUE            ,2017-09-29T00:00:00.000,40.817585,POINT (-73.88857 40.817585),,,,,-73.88857,0,0,0,0,0,0,0,0,,,14:44,3759944,PASSENGER VEHICLE,,,,,10474
46,24670,41,61,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,109-31    VANWYCK EXPRESSWAY            ,2017-09-29T00:00:00.000,40.68633,POINT (-73.80696 40.68633),,,,,-73.80696,0,0,0,0,0,0,0,0,,,3:25,3759547,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11435
38,17213,36,56,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.70149,POINT (-73.95193 40.70149),,,,,-73.95193,1,0,0,0,0,0,1,0,LORIMER STREET,MARCY AVENUE                    ,10:40,3761314,BICYCLE,PASSENGER VEHICLE,,,,11206
,,,,,,Unspecified,,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,PENNSYLVANIA AVENUE,FREEPORT LOOP                   ,17:00,3759937,PASSENGER VEHICLE,,,,,
37,17214,45,47,2,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,,2017-09-29T00:00:00.000,40.67243,POINT (-73.89233 40.67243),,,,,-73.89233,0,0,0,0,0,0,0,0,,PITKIN AVENUE                   ,18:00,3759936,SPORT UTILITY / STATION WAGON,BICYCLE,,,,
16,14197,26,69,3,,Driver Inattention/Distraction,Unspecified,,,,DOUGLASTON PARKWAY                      ,2017-09-29T00:00:00.000,40.75576,POINT (-73.73939 40.75576),,,,,-73.73939,0,0,0,0,0,0,0,0,,,18:00,3759940,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
48,16865,68,54,2,BROOKLYN,Unspecified,,,,,,2017-09-29T00:00:00.000,40.695908,POINT (-73.98322 40.695908),,,,,-73.98322,0,0,0,0,0,0,0,0,TILLARY STREET,GOLD STREET                     ,0:00,3759941,PASSENGER VEHICLE,,,,,11201
25,17214,45,47,2,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.657753,POINT (-73.89612 40.657753),,,,,-73.89612,0,0,0,0,0,0,0,0,,LINDEN BOULEVARD                ,18:00,3759932,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
35,12426,7,16,4,MANHATTAN,Unspecified,,,,,123       EAST 116 STREET               ,2017-09-29T00:00:00.000,40.798927,POINT (-73.94233 40.798927),,,,,-73.94233,1,0,0,0,0,0,1,0,,,20:55,3759949,BICYCLE,,,,,10029
51,12081,11,10,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,57        WEST 57 STREET                ,2017-09-29T00:00:00.000,40.763718,POINT (-73.975746 40.763718),,,,,-73.975746,1,0,0,0,0,0,1,0,,,17:09,3760600,BICYCLE,SPORT UTILITY / STATION WAGON,,,,10019
38,16865,68,54,2,BROOKLYN,Unspecified,Unspecified,,,,521       FULTON STREET                 ,2017-09-29T00:00:00.000,40.69034,POINT (-73.984535 40.69034),,,,,-73.984535,0,0,0,0,0,0,0,0,,,11:25,3759928,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11201
38,16865,68,54,2,,Driver Inexperience,Unspecified,,,,,2017-09-29T00:00:00.000,40.69613,POINT (-73.987114 40.69613),,,,,-73.987114,0,0,0,0,0,0,0,0,,TILLARY STREET                  ,9:18,3759927,PICK-UP TRUCK,,,,,
10,12080,12,6,4,MANHATTAN,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,,2017-09-29T00:00:00.000,40.75834,POINT (-73.996414 40.75834),,,,,-73.996414,0,0,0,0,0,0,0,0,10 AVENUE,WEST 40 STREET                  ,4:15,3760578,TAXI,,,,,10018
32,12075,57,2,4,MANHATTAN,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.723686,POINT (-73.99648 40.723686),,,,,-73.99648,0,0,0,0,0,0,0,0,PRINCE STREET,LAFAYETTE STREET                ,11:40,3759925,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10012
2,11605,29,30,5,BRONX,Traffic Control Disregarded,Unspecified,,,,,2017-09-29T00:00:00.000,40.875492,POINT (-73.86052 40.875492),,,,,-73.86052,0,0,2,0,0,0,2,0,BRONXWOOD AVENUE,EAST GUN HILL ROAD              ,14:00,3759926,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10469
46,24339,62,64,3,,Driver Inexperience,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.666534,POINT (-73.80995 40.666534),,,,,-73.80995,0,0,1,0,0,0,1,0,,,16:45,3759930,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
,,,,,MANHATTAN,Following Too Closely,Following Too Closely,Unspecified,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,1,0,0,0,1,0,WEST 27 STREET,12 AVENUE                       ,22:40,3760587,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,TAXI,,,10001
44,17616,1,37,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.59455,POINT (-73.997574 40.59455),,,,,-73.997574,0,0,1,0,0,0,1,0,,,16:40,3759920,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
36,13095,7,16,4,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.8115,POINT (-73.93481 40.8115),,,,,-73.93481,0,0,0,0,0,0,0,0,,,22:00,3759950,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
35,10930,50,27,5,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.829586,POINT (-73.93211 40.829586),,,,,-73.93211,0,0,1,0,0,0,1,0,,,7:55,3759923,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
33,16858,39,72,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.75434,POINT (-73.93602 40.75434),,,,,-73.93602,0,0,0,0,0,0,0,0,,39 AVENUE                       ,10:00,3759916,PASSENGER VEHICLE,PICK-UP TRUCK,,,,
