:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
44,17216,10,41,2,BROOKLYN,Turning Improperly,Unspecified,,,,,2017-09-29T00:00:00.000,40.61651,POINT (-74.02666 40.61651),,,,,-74.02666,0,0,0,0,0,0,0,0,GATLING PLACE,92 STREET                       ,21:20,3760060,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11209
50,12073,11,7,4,MANHATTAN,Driver Inexperience,Unspecified,,,,333       PARK AVENUE SOUTH             ,2017-09-29T00:00:00.000,40.74118,POINT (-73.985634 40.74118),,,,,-73.985634,0,0,0,0,0,0,0,0,,,15:00,3760109,SPORT UTILITY / STATION WAGON,,,,,10010
47,20529,51,59,3,QUEENS,Backing Unsafely,Unspecified,,,,,2017-09-29T00:00:00.000,40.60071,POINT (-73.75376 40.60071),,,,,-73.75376,0,0,0,0,0,0,0,0,NEW HAVEN AVENUE,BEACH 20 STREET                 ,18:19,3760055,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11691
30,17613,36,56,2,,Following Too Closely,Unspecified,Unspecified,Unspecified,,,2017-09-29T00:00:00.000,40.708965,POINT (-73.95673 40.708965),,,,,-73.95673,0,0,1,0,0,0,1,0,,,18:00,3760053,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
5,14783,65,73,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.753826,POINT (-73.88412 40.753826),,,,,-73.88412,1,0,0,0,0,0,1,0,34 AVENUE,83 STREET                       ,6:40,3760127,BICYCLE,SPORT UTILITY / STATION WAGON,,,,11372
14,10693,30,76,1,STATEN ISLAND,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.585922,POINT (-74.10526 40.585922),,,,,-74.10526,0,0,0,0,0,0,0,0,JEFFERSON AVENUE,RICHMOND ROAD                   ,15:50,3760124,PASSENGER VEHICLE,PICK-UP TRUCK,,,,10306
33,16858,53,66,3,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.744026,POINT (-73.92616 40.744026),,,,,-73.92616,0,0,1,0,0,0,1,0,QUEENS BOULEVARD,39 STREET                       ,14:57,3760739,PICK-UP TRUCK,PASSENGER VEHICLE,,,,11101
38,18182,36,57,2,,Turning Improperly,Unspecified,,,,,2017-09-29T00:00:00.000,40.724358,POINT (-73.93754 40.724358),,,,,-73.93754,0,0,0,0,0,0,0,0,,MEEKER AVENUE                   ,12:36,3760139,PASSENGER VEHICLE,,,,,
25,17214,45,47,2,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.652752,POINT (-73.88629 40.652752),,,,,-73.88629,0,0,1,0,0,0,1,0,,FLATLANDS AVENUE                ,14:15,3760143,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
25,17215,45,47,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.656258,POINT (-73.87813 40.656258),,,,,-73.87813,0,0,0,0,0,0,0,0,JEROME STREET,FLATLANDS AVENUE                ,14:06,3760142,PASSENGER VEHICLE,,,,,11207
8,13827,5,42,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.63043,POINT (-73.88593 40.63043),,,,,-73.88593,0,0,1,0,0,0,1,0,,,16:31,3760051,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
37,17214,45,47,2,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.677628,POINT (-73.89733 40.677628),,,,,-73.89733,0,0,1,0,0,0,1,0,,PENNSYLVANIA AVENUE             ,16:45,3760147,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
8,13827,5,42,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.634815,POINT (-73.88094 40.634815),,,,,-73.88094,0,0,0,0,0,0,0,0,,,17:35,3760052,PASSENGER VEHICLE,TAXI,,,,
44,13511,1,37,2,BROOKLYN,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,,2017-09-29T00:00:00.000,40.619366,POINT (-74.00124 40.619366),,,,,-74.00124,0,0,0,0,0,0,0,0,15 AVENUE,72 STREET                       ,8:15,3760165,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11228
,,,,,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,13:00,3760156,PASSENGER VEHICLE,,,,,
7,18180,9,45,2,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.63645,POINT (-74.01575 40.63645),,,,,-74.01575,0,0,0,0,0,0,0,0,,6 AVENUE                        ,14:00,3760157,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
7,13515,9,45,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.651264,POINT (-74.003914 40.651264),,,,,-74.003914,0,0,0,0,0,0,0,0,39 STREET,5 AVENUE                        ,15:10,3760160,PASSENGER VEHICLE,,,,,11232
48,17212,68,55,2,,Driver Inattention/Distraction,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.696342,POINT (-73.97644 40.696342),,,,,-73.97644,0,0,0,0,0,0,0,0,,PARK AVENUE                     ,17:14,3760161,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
7,18180,10,41,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,Unspecified,,,6301      8 AVENUE                      ,2017-09-29T00:00:00.000,40.633705,POINT (-74.01141 40.633705),,,,,-74.01141,0,0,0,0,0,0,0,0,,,18:10,3760056,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,,,11220
33,14787,53,66,3,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.741863,POINT (-73.90751 40.741863),,,,,-73.90751,0,0,0,0,0,0,0,0,58 STREET,QUEENS BOULEVARD                ,16:20,3760741,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11377
33,14788,53,66,3,,Oversized Vehicle,Unspecified,,,,,2017-09-29T00:00:00.000,40.728947,POINT (-73.92793 40.728947),,,,,-73.92793,0,0,0,0,0,0,0,0,,,6:30,3760731,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
1,12425,23,11,4,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.77719,POINT (-73.95225 40.77719),,,,,-73.95225,0,0,0,0,0,0,0,0,,2 AVENUE                        ,21:08,3760729,TAXI,,,,,
24,24340,25,65,3,QUEENS,Driver Inattention/Distraction,,,,,87-36     165 STREET                    ,2017-09-29T00:00:00.000,40.70956,POINT (-73.79804 40.70956),,,,,-73.79804,0,0,0,0,0,0,0,0,,,17:50,3760181,SPORT UTILITY / STATION WAGON,,,,,11432
,,,,,,Other Vehicular,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,HILLSIDE AVENUE,Hillside Ave                    ,15:30,3760178,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,,,,,,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-29T00:00:00.000,40.714436,POINT (-73.974754 40.714436),,,,,-73.974754,0,0,0,0,0,0,0,0,,,16:50,3760964,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,,,,,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.75834,POINT (-73.95775 40.75834),,,,,-73.95775,0,0,0,0,0,0,0,0,,,19:30,3760732,TAXI,PASSENGER VEHICLE,,,,
42,10930,50,27,5,,Alcohol Involvement,Unspecified,,,,,2017-09-29T00:00:00.000,40.838127,POINT (-73.91931 40.838127),,,,,-73.91931,0,0,2,0,0,0,2,0,,JEROME AVENUE                   ,22:25,3760057,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
29,10931,6,29,5,BRONX,Unspecified,,,,,,2017-09-29T00:00:00.000,40.853813,POINT (-73.90851 40.853813),,,,,-73.90851,0,0,0,0,0,0,0,0,DAVIDSON AVENUE,WEST BURNSIDE AVENUE            ,13:00,3760183,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10453
29,10931,6,29,5,,Unspecified,,,,,,2017-09-29T00:00:00.000,40.85929,POINT (-73.9066 40.85929),,,,,-73.9066,0,0,0,0,0,0,0,0,,WEST 183 STREET                 ,15:30,3760185,PICK-UP TRUCK,,,,,
42,10931,6,29,5,,Backing Unsafely,Unspecified,,,,,2017-09-29T00:00:00.000,40.852673,POINT (-73.919106 40.852673),,,,,-73.919106,0,0,0,0,0,0,0,0,,SEDGWICK AVENUE                 ,16:00,3760186,PASSENGER VEHICLE,,,,,
30,15310,54,62,3,QUEENS,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.7008,POINT (-73.907364 40.7008),,,,,-73.907364,0,0,0,0,0,0,0,0,MADISON STREET,CYPRESS AVENUE                  ,9:35,3760191,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11385
34,15310,54,62,3,QUEENS,Unspecified,Unspecified,,,,80-05     88 STREET                     ,2017-09-29T00:00:00.000,40.704647,POINT (-73.86008 40.704647),,,,,-73.86008,0,0,0,0,0,0,0,0,,,10:40,3760190,SPORT UTILITY / STATION WAGON,,,,,11385
34,15310,54,62,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.692936,POINT (-73.87777 40.692936),,,,,-73.87777,0,0,0,0,0,0,0,0,,,17:30,3760193,SPORT UTILITY / STATION WAGON,TAXI,,,,
34,15310,54,62,3,QUEENS,Driver Inexperience,Unspecified,,,,,2017-09-29T00:00:00.000,40.693844,POINT (-73.89692 40.693844),,,,,-73.89692,0,0,0,0,0,0,0,0,CABOT ROAD,CYPRESS AVENUE                  ,12:00,3760192,TAXI,PASSENGER VEHICLE,,,,11385
8,13825,33,38,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.59907,POINT (-73.90498 40.59907),,,,,-73.90498,0,0,0,0,0,0,0,0,,,15:52,3760050,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,
,,,,,,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.704422,POINT (-73.99491 40.704422),,,,,-73.99491,0,0,0,0,0,0,0,0,,,19:20,3760197,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
47,20529,51,59,3,QUEENS,Passenger Distraction,Unspecified,,,,327       BEACH 19 STREET               ,2017-09-29T00:00:00.000,40.59856,POINT (-73.75277 40.59856),,,,,-73.75277,0,0,0,0,0,0,0,0,,,16:15,3760200,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11691
18,18183,2,39,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.60915,POINT (-73.96998 40.60915),,,,,-73.96998,0,0,0,0,0,0,0,0,EAST 4 STREET,AVENUE P                        ,13:06,3760201,PICK-UP TRUCK,PASSENGER VEHICLE,,,,11223
27,17620,2,39,2,BROOKLYN,Turning Improperly,Unspecified,,,,,2017-09-29T00:00:00.000,40.646378,POINT (-73.97085 40.646378),,,,,-73.97085,0,0,0,0,0,0,0,0,CHURCH AVENUE,CONEY ISLAND AVENUE             ,11:05,3760205,SPORT UTILITY / STATION WAGON,,,,,11218
41,24013,62,64,3,QUEENS,Driver Inattention/Distraction,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.67812,POINT (-73.85828 40.67812),,,,,-73.85828,0,0,4,0,0,0,4,0,GLENMORE AVENUE,79 STREET                       ,19:30,3760204,PICK-UP TRUCK,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,11417
47,24669,41,71,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.66851,POINT (-73.76626 40.66851),,,,,-73.76626,0,0,0,0,0,0,0,0,144 AVENUE,FARMERS BOULEVARD               ,19:05,3760207,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11434
,,,,,QUEENS,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,MARS PLACE,FARMERS BOULEVARD               ,20:00,3760206,PASSENGER VEHICLE,,,,,11434
6,24669,41,71,3,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.692463,POINT (-73.770386 40.692463),,,,,-73.770386,0,0,1,0,0,0,1,0,178 STREET,115 AVENUE                      ,18:15,3760210,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11434
3,14507,26,69,3,,Following Too Closely,Following Too Closely,Unspecified,,,,2017-09-29T00:00:00.000,40.742462,POINT (-73.78193 40.742462),,,,,-73.78193,0,0,0,0,0,0,0,0,PECK AVENUE,HORACE HARDING EXPRESSWAY       ,21:00,3760213,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
14,10693,30,76,1,,Driver Inattention/Distraction,Unspecified,Unspecified,,,,2017-09-29T00:00:00.000,40.58004,POINT (-74.11396 40.58004),,,,,-74.11396,0,0,0,0,0,0,0,0,,TODT HILL ROAD                  ,15:20,3760065,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,,,,,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,HORACE HARDING EXPRESSWAY,164 STREET                      ,19:00,3760212,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
34,14788,53,66,3,,Traffic Control Disregarded,Unspecified,,,,,2017-09-29T00:00:00.000,40.724236,POINT (-73.91234 40.724236),,,,,-73.91234,0,0,0,0,0,0,0,0,,56 DRIVE                        ,13:15,3760738,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
41,20531,51,58,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.58646,POINT (-73.81544 40.58646),,,,,-73.81544,0,0,0,0,0,0,0,0,,ROCKAWAY BEACH BOULEVARD        ,10:30,3760214,SPORT UTILITY / STATION WAGON,,,,,
33,16858,53,66,3,QUEENS,Backing Unsafely,Unspecified,,,,,2017-09-29T00:00:00.000,40.744404,POINT (-73.94032 40.744404),,,,,-73.94032,0,0,0,0,0,0,0,0,27 STREET,SKILLMAN AVENUE                 ,17:35,3760742,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11101
10,12420,20,12,4,,View Obstructed/Limited,Unspecified,,,,,2017-09-29T00:00:00.000,40.770676,POINT (-73.98624 40.770676),,,,,-73.98624,0,0,0,0,0,0,0,0,,WEST 60 STREET                  ,14:13,3760044,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
11,13509,17,44,2,,Following Too Closely,Unspecified,,,,,2017-09-29T00:00:00.000,40.663445,POINT (-73.95827 40.663445),,,,,-73.95827,0,0,1,0,0,0,1,0,,EMPIRE BOULEVARD                ,18:43,3760040,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,
19,12420,20,12,4,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,65        CENTRAL PARK WEST             ,2017-09-29T00:00:00.000,40.772728,POINT (-73.97852 40.772728),,,,,-73.97852,0,0,0,0,0,0,0,0,,,16:00,3760045,TAXI,MOTORCYCLE,,,,10023
35,13093,7,16,4,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.804012,POINT (-73.93097 40.804012),,,,,-73.93097,0,0,2,0,0,0,2,0,,,17:30,3760221,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
29,11606,24,34,5,,Unspecified,,,,,,2017-09-29T00:00:00.000,40.868076,POINT (-73.896935 40.868076),,,,,-73.896935,0,0,0,0,0,0,0,0,,JEROME AVENUE                   ,13:26,3760036,SPORT UTILITY / STATION WAGON,,,,,
11,13509,17,44,2,BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.661743,POINT (-73.94784 40.661743),,,,,-73.94784,0,0,0,0,0,0,0,0,LINCOLN ROAD,NEW YORK AVENUE                 ,18:03,3760039,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11225
7,13514,14,48,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.67468,POINT (-74.016045 40.67468),,,,,-74.016045,0,0,0,0,0,0,0,0,REED STREET,VAN BRUNT STREET                ,10:07,3760224,PASSENGER VEHICLE,,,,,11231
19,12420,20,12,4,MANHATTAN,Unspecified,,,,,,2017-09-29T00:00:00.000,40.774807,POINT (-73.98442 40.774807),,,,,-73.98442,0,0,0,0,1,0,1,0,AMSTERDAM AVENUE,WEST 66 STREET                  ,18:20,3760046,BICYCLE,,,,,10023
45,17616,1,37,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,1865      77 STREET                     ,2017-09-29T00:00:00.000,40.61149,POINT (-73.995964 40.61149),,,,,-73.995964,0,0,0,0,0,0,0,0,,,17:40,3760229,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11214
22,10936,24,34,5,BRONX,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.869473,POINT (-73.88626 40.869473),,,,,-73.88626,0,0,1,0,0,0,1,0,EAST 199 STREET,BAINBRIDGE AVENUE               ,22:00,3760033,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10458
24,14786,67,68,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.72656,POINT (-73.83802 40.72656),,,,,-73.83802,0,0,0,0,0,0,0,0,,,21:50,3760232,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
47,24018,63,63,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,241-22    SOUTH CONDUIT AVENUE          ,2017-09-29T00:00:00.000,40.66524,POINT (-73.73687 40.66524),,,,,-73.73687,0,0,0,0,0,0,0,0,,,12:30,3760234,PASSENGER VEHICLE,,,,,11422
51,12078,71,9,4,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.743343,POINT (-73.97203 40.743343),,,,,-73.97203,0,0,0,0,0,0,0,0,,,17:30,3760236,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
17,16866,17,44,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.658295,POINT (-73.93109 40.658295),,,,,-73.93109,0,0,0,0,0,0,0,0,WINTHROP STREET,UTICA AVENUE                    ,9:28,3760034,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11203
6,24338,63,63,3,QUEENS,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.70924,POINT (-73.73918 40.70924),,,,,-73.73918,0,0,2,0,0,0,2,0,MONTEREY STREET,109 AVENUE                      ,17:00,3760242,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11429
16,24337,63,63,3,QUEENS,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.7185,POINT (-73.73531 40.7185),,,,,-73.73531,0,0,0,0,0,0,0,0,SPRINGFIELD BOULEVARD,JAMAICA AVENUE                  ,11:10,3760244,PICK-UP TRUCK,PASSENGER VEHICLE,,,,11428
16,24335,63,63,3,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.72464,POINT (-73.72495 40.72464),,,,,-73.72495,0,0,0,0,0,0,0,0,CROSS ISLAND PARKWAY,243 STREET                      ,15:00,3760245,PASSENGER VEHICLE,,,,,
29,11606,24,34,5,BRONX,Unspecified,,,,,,2017-09-29T00:00:00.000,40.87071,POINT (-73.89191 40.87071),,,,,-73.89191,0,0,0,0,0,0,0,0,EAST 198 STREET,CRESTON AVENUE                  ,10:30,3760035,SPORT UTILITY / STATION WAGON,,,,,10468
22,,28,34,5,,Other Vehicular,Following Too Closely,Other Vehicular,,,,2017-09-29T00:00:00.000,40.856537,POINT (-73.87257 40.856537),,,,,-73.87257,0,0,0,0,0,0,0,0,,,19:00,3760032,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
9,10699,15,77,1,STATEN ISLAND,Turning Improperly,Passing or Lane Usage Improper,,,,,2017-09-29T00:00:00.000,40.5433,POINT (-74.16424 40.5433),,,,,-74.16424,0,0,0,0,0,0,0,0,RICHMOND AVENUE,AMBOY ROAD                      ,17:15,3760250,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10312
48,17212,69,51,2,BROOKLYN,Unspecified,,,,,415       LAFAYETTE AVENUE              ,2017-09-29T00:00:00.000,40.68904,POINT (-73.95868 40.68904),,,,,-73.95868,0,0,0,0,0,0,0,0,,,11:20,3760259,,,,,,11238
19,12421,20,12,4,,,,,,,,2017-09-29T00:00:00.000,40.785156,POINT (-73.97901 40.785156),,,,,-73.97901,0,0,0,0,0,0,0,0,,BROADWAY                        ,22:45,3760047,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
23,12428,37,19,4,,Unspecified,,,,,,2017-09-29T00:00:00.000,40.823315,POINT (-73.94901 40.823315),,,,,-73.94901,0,0,0,0,0,0,0,0,,WEST 142 STREET                 ,11:10,3760262,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
38,17212,69,51,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.691216,POINT (-73.95549 40.691216),,,,,-73.95549,0,0,0,0,0,0,0,0,,BEDFORD AVENUE                  ,16:15,3760264,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
32,11723,70,4,4,MANHATTAN,Traffic Control Disregarded,Unspecified,,,,,2017-09-29T00:00:00.000,40.70981,POINT (-73.99178 40.70981),,,,,-73.99178,1,0,0,0,0,0,1,0,PIKE SLIP,SOUTH STREET                    ,16:26,3761035,BICYCLE,PASSENGER VEHICLE,,,,10002
,,,,,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.75834,POINT (-73.95775 40.75834),,,,,-73.95775,0,0,1,0,0,0,1,0,,,16:26,3760713,TAXI,PASSENGER VEHICLE,,,,
1,12083,23,11,4,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-09-29T00:00:00.000,40.771023,POINT (-73.95365 40.771023),,,,,-73.95365,0,0,0,0,0,0,0,0,1 AVENUE,EAST 77 STREET                  ,16:40,3760723,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10075
48,13829,68,55,2,,Failure to Yield Right-of-Way,,,,,,2017-09-29T00:00:00.000,40.687416,POINT (-73.95972 40.687416),,,,,-73.95972,0,0,0,0,1,0,1,0,,GREENE AVENUE                   ,19:50,3760268,PASSENGER VEHICLE,,,,,
49,18181,69,51,2,BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,,2017-09-29T00:00:00.000,40.690563,POINT (-73.94536 40.690563),,,,,-73.94536,1,0,0,0,0,0,1,0,LAFAYETTE AVENUE,TOMPKINS AVENUE                 ,20:46,3760271,PASSENGER VEHICLE,BICYCLE,,,,11221
,,,,,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-29T00:00:00.000,40.74356,POINT (-73.96155 40.74356),,,,,-73.96155,0,0,0,0,0,0,0,0,,,19:25,3760019,TAXI,PASSENGER VEHICLE,,,,
11,16866,17,44,2,BROOKLYN,Other Vehicular,Unspecified,,,,,2017-09-29T00:00:00.000,40.65777,POINT (-73.93962 40.65777),,,,,-73.93962,0,0,0,0,0,0,0,0,ALBANY AVENUE,WINTHROP STREET                 ,17:25,3760017,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11203
34,14787,53,66,3,QUEENS,Unspecified,,,,,52-07     58 STREET                     ,2017-09-29T00:00:00.000,40.735554,POINT (-73.90964 40.735554),,,,,-73.90964,0,0,0,0,0,0,0,0,,,18:13,3760025,PICK-UP TRUCK,,,,,11377
26,13827,5,42,2,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,40.646328,POINT (-73.91276 40.646328),,,,,-73.91276,0,0,0,0,0,0,0,0,AVENUE D,REMSEN AVENUE                   ,22:50,3760289,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
1,12419,23,11,4,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-29T00:00:00.000,40.76023,POINT (-73.961525 40.76023),,,,,-73.961525,0,0,0,0,0,0,0,0,,EAST 60 STREET                  ,15:30,3760706,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
9,10695,15,76,1,STATEN ISLAND,Brakes Defective,,,,,,2017-09-29T00:00:00.000,40.54919,POINT (-74.16118 40.54919),,,,,-74.16118,0,0,0,0,0,0,0,0,LAMOKA AVENUE,DEMOPOLIS AVENUE                ,21:00,3760066,PASSENGER VEHICLE,,,,,10308
9,10695,15,76,1,STATEN ISLAND,Unspecified,,,,,680       ARTHUR KILL ROAD              ,2017-09-29T00:00:00.000,40.56025,POINT (-74.16412 40.56025),,,,,-74.16412,0,0,0,0,0,0,0,0,,,12:22,3760011,SPORT UTILITY / STATION WAGON,,,,,10308
48,13509,17,44,2,,Following Too Closely,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.67135,POINT (-73.96134 40.67135),,,,,-73.96134,0,0,0,0,0,0,0,0,,CLASSON AVENUE                  ,7:00,3760029,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
19,12421,20,12,4,,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,2017-09-29T00:00:00.000,40.78542,POINT (-73.98399 40.78542),,,,,-73.98399,0,0,0,0,0,0,0,0,,,23:50,3760049,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
33,16861,53,66,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,43-22     45 STREET                     ,2017-09-29T00:00:00.000,40.74473,POINT (-73.91935 40.74473),,,,,-73.91935,0,0,0,0,0,0,0,0,,,10:25,3760728,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11104
51,10090,23,11,4,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-29T00:00:00.000,40.765305,POINT (-73.96094 40.765305),,,,,-73.96094,0,0,0,0,0,0,0,0,,2 AVENUE                        ,16:45,3760691,TAXI,SPORT UTILITY / STATION WAGON,,,,
,,,,,,Unspecified,Unspecified,,,,,2017-09-29T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,ELMHURST AVENUE,Elmhurst Ave                    ,11:55,3761081,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
